s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,jagatsinghapur,balikuda,21,mulugaon,5.43,5.43,0.56,0,0,0,0.56,4.88,0,5739,jagatsinghapur,balikuda,mulugaon
odisha,jagatsinghapur,balikuda,22,nagapur,1.5,1.5,0.59,0,0,0,0.59,0.91,0,5740,jagatsinghapur,balikuda,nagapur
odisha,jagatsinghapur,balikuda,23,naharana,-0.18,-0.18,0.65,0,0,0,0.65,-0.83,0.01,5741,jagatsinghapur,balikuda,naharana
odisha,jagatsinghapur,balikuda,24,osakana,9.68,11.98,2.88,0,0,0,2.88,9.1,0.07,5742,jagatsinghapur,balikuda,osakana
odisha,jagatsinghapur,balikuda,25,rahan,1.66,7.84,2.9,3.89,0.19,0,6.99,0.84,0.11,5743,jagatsinghapur,balikuda,rahan
odisha,jagatsinghapur,balikuda,26,sangrampur,-2.79,-2.39,0.89,0,0,0,0.89,-3.28,0.05,5744,jagatsinghapur,balikuda,sangrampur
odisha,jagatsinghapur,balikuda,27,tandikula,2.49,2.49,0.33,0,0,0,0.33,2.16,0,5745,jagatsinghapur,balikuda,tandikula
odisha,jagatsinghapur,balikuda,28,tarasahi,0.12,0.12,0.23,0,0,0,0.23,-0.12,0.02,5746,jagatsinghapur,balikuda,tarasahi
odisha,jagatsinghapur,balikuda,29,thailo,-3.13,-1.58,1.69,0,0,0,1.69,-3.27,0.02,5747,jagatsinghapur,balikuda,thailo
odisha,jagatsinghapur,balikuda,30,titira,0.22,1.05,0.34,0,0,0,0.34,0.71,0,5748,jagatsinghapur,balikuda,titira
odisha,jagatsinghapur,biridi,1,adhang majurai,0.06,13.94,14.44,1.08,0.15,0,15.67,-1.73,0.07,5749,jagatsinghapur,biridi,adhang majurai
odisha,jagatsinghapur,biridi,2,adhanga-garh,-0.03,12.53,12.77,0.66,0,0,13.43,-0.9,0.04,5750,jagatsinghapur,biridi,adhanga-garh
odisha,jagatsinghapur,biridi,3,alando,0,5.3,5.13,0.4,0,0,5.52,-0.22,0,5751,jagatsinghapur,biridi,alando
odisha,jagatsinghapur,biridi,4,arana,-0.01,4.63,3.81,1.66,0.01,0,5.48,-0.86,0,5752,jagatsinghapur,biridi,arana
odisha,jagatsinghapur,biridi,5,bada-khandeita,-0.36,0.42,1,0.84,0.12,0,1.97,-1.55,0,5753,jagatsinghapur,biridi,bada-khandeita
odisha,jagatsinghapur,biridi,6,bagalpur,0.44,4.57,4.09,0.07,0,0,4.16,0.41,0,5754,jagatsinghapur,biridi,bagalpur
odisha,jagatsinghapur,biridi,7,baredia,0.2,2.45,2.14,0.08,0,0,2.22,0.22,0.04,5755,jagatsinghapur,biridi,baredia
odisha,jagatsinghapur,biridi,8,basandara,-0.08,5.4,5.18,0.22,0,0,5.39,0.01,0.01,5756,jagatsinghapur,biridi,basandara
odisha,jagatsinghapur,biridi,9,batimira,-0.02,0.88,1.17,0.79,0.06,0,2.02,-1.14,0,5757,jagatsinghapur,biridi,batimira
odisha,jagatsinghapur,biridi,10,budhapada,-0.1,1.78,1.4,0.55,0,0,1.95,-0.17,0,5758,jagatsinghapur,biridi,budhapada
odisha,jagatsinghapur,biridi,11,daradagram,0.51,3.53,4.59,0.75,0.17,0,5.5,-1.97,0.02,5759,jagatsinghapur,biridi,daradagram
odisha,jagatsinghapur,biridi,12,gopinathpur,-0.01,1.92,0.62,1.56,0,0,2.18,-0.25,0,5760,jagatsinghapur,biridi,gopinathpur
odisha,jagatsinghapur,biridi,13,hajipur,0.59,9.6,8.9,0.44,0,0,9.34,0.26,0,5761,jagatsinghapur,biridi,hajipur
odisha,jagatsinghapur,biridi,14,kulakaijanga,-0.01,2.56,2.44,0.51,0.04,0,2.99,-0.43,0,5762,jagatsinghapur,biridi,kulakaijanga
odisha,jagatsinghapur,biridi,15,manguli,0.41,1.21,0.66,0.14,0,0,0.8,0.41,0.03,5763,jagatsinghapur,biridi,manguli
odisha,jagatsinghapur,biridi,16,puran,-1.03,3.82,4.24,0.1,0,0,4.33,-0.51,0,5764,jagatsinghapur,biridi,puran
odisha,jagatsinghapur,biridi,17,sadheisasan,0.67,4.14,3.55,0.25,0,0,3.8,0.34,0.01,5765,jagatsinghapur,biridi,sadheisasan
odisha,jagatsinghapur,biridi,18,sankhapur,-0.06,7.23,6.89,0.6,0.03,0,7.52,-0.29,0.01,5766,jagatsinghapur,biridi,sankhapur
odisha,jagatsinghapur,biridi,19,sivapur,0,1.13,1.22,0.96,0.07,0,2.26,-1.13,0.01,5767,jagatsinghapur,biridi,sivapur
odisha,jagatsinghapur,biridi,20,ukundara,-0.01,3.26,3.13,0.26,0,0,3.38,-0.13,0.03,5768,jagatsinghapur,biridi,ukundara
odisha,jagatsinghapur,biridi,21,uttarsasan,-0.12,13.09,13.6,0.15,0.01,0,13.75,-0.66,0.08,5769,jagatsinghapur,biridi,uttarsasan
odisha,jagatsinghapur,erasama,1,ambiki,0.27,44.76,6.67,37.52,0.66,0,44.85,-0.09,0.22,5770,jagatsinghapur,erasama,ambiki
odisha,jagatsinghapur,erasama,2,baleipur,2.04,2.04,0.78,0,0,0,0.78,1.26,0.04,5771,jagatsinghapur,erasama,baleipur
odisha,jagatsinghapur,erasama,3,balitutha,0.51,0.51,0.53,0,0,0,0.53,-0.02,0,5772,jagatsinghapur,erasama,balitutha
odisha,jagatsinghapur,erasama,4,bamadeipur,1.22,1.22,0.65,0,0,0,0.65,0.56,0.03,5773,jagatsinghapur,erasama,bamadeipur
odisha,jagatsinghapur,erasama,5,bhitarandhari,-0.4,9.98,2.82,10.19,0.19,0,13.19,-3.21,0.08,5774,jagatsinghapur,erasama,bhitarandhari
odisha,jagatsinghapur,erasama,6,chatua,0.28,0.28,1.16,0,0,0,1.16,-0.88,0.04,5775,jagatsinghapur,erasama,chatua
odisha,jagatsinghapur,erasama,7,dhinkia,0,0,0.39,0,0,0,0.39,-0.39,0,5776,jagatsinghapur,erasama,dhinkia
odisha,jagatsinghapur,erasama,8,ersama,0.09,2.38,2.57,0,0,0,2.57,-0.19,0.01,5777,jagatsinghapur,erasama,ersama
odisha,jagatsinghapur,erasama,9,gadabisunpur,1.31,8.32,6.13,3.29,0.06,0,9.48,-1.16,0.31,5778,jagatsinghapur,erasama,gadabisunpur
odisha,jagatsinghapur,erasama,10,gadaharishpur,0.64,65.14,23.93,39,0.63,0,63.56,1.58,0.54,5779,jagatsinghapur,erasama,gadaharishpur
odisha,jagatsinghapur,erasama,11,gadakujanga,0.08,0.08,1.16,0,0,0,1.16,-1.08,0,5780,jagatsinghapur,erasama,gadakujanga
odisha,jagatsinghapur,erasama,12,goda,0.04,15.35,4.23,15.13,0.18,0,19.54,-4.19,0.13,5781,jagatsinghapur,erasama,goda
odisha,jagatsinghapur,erasama,13,janakdeipur,-3.18,-3.18,0.48,0,0,0,0.48,-3.66,0.01,5782,jagatsinghapur,erasama,janakdeipur
odisha,jagatsinghapur,erasama,14,japa,3.34,3.34,1.56,12.67,0.25,0,14.48,-11.14,0.05,5783,jagatsinghapur,erasama,japa
odisha,jagatsinghapur,erasama,15,jirailo,-2.39,-2.39,0.31,0,0,0,0.31,-2.7,0,5784,jagatsinghapur,erasama,jirailo
odisha,jagatsinghapur,erasama,16,krushnachandrapur,0.79,0.79,0.34,0,0,0,0.34,0.45,0.04,5785,jagatsinghapur,erasama,krushnachandrapur
odisha,jagatsinghapur,erasama,17,kunjakothi,7.35,7.35,0.48,1.78,0.21,0,2.48,4.87,0,5786,jagatsinghapur,erasama,kunjakothi
odisha,jagatsinghapur,erasama,18,nardia,-4.88,-4.88,0.61,0,0,0,0.61,-5.5,0.04,5787,jagatsinghapur,erasama,nardia
odisha,jagatsinghapur,erasama,19,nuadihi,2.75,2.75,0.1,1.76,0.17,0,2.03,0.72,0,5788,jagatsinghapur,erasama,nuadihi
odisha,jagatsinghapur,erasama,20,nuagaon,4.94,4.94,0.68,0,0,0,0.68,4.26,0,5789,jagatsinghapur,erasama,nuagaon
odisha,jagatsinghapur,erasama,21,padmapur,1.7,92.29,51.71,42.72,0.76,0,95.2,-2.91,3.19,5790,jagatsinghapur,erasama,padmapur
odisha,jagatsinghapur,erasama,22,paida,-0.43,17.64,8.41,12.99,0.47,0,21.86,-4.22,0.73,5791,jagatsinghapur,erasama,paida
odisha,jagatsinghapur,erasama,23,pallikanta,0.27,2.05,2.03,0,0,0,2.03,0.02,0.02,5792,jagatsinghapur,erasama,pallikanta
odisha,jagatsinghapur,erasama,24,pokhariapada,0.47,0.47,0.15,0,0,0,0.15,0.31,0,5793,jagatsinghapur,erasama,pokhariapada
odisha,jagatsinghapur,erasama,25,somepur,0.86,0.86,0.33,0,0,0,0.33,0.53,0,5794,jagatsinghapur,erasama,somepur
odisha,jagatsinghapur,jagatsinghpur,1,alasudha,0,0,2.12,0,0,0,2.12,-2.12,0,5795,jagatsinghapur,jagatsinghpur,alasudha
odisha,jagatsinghapur,jagatsinghpur,2,alipingal,0.98,0.98,1.05,0,0,0,1.05,-0.07,0.07,5796,jagatsinghapur,jagatsinghpur,alipingal
odisha,jagatsinghapur,jagatsinghpur,3,anla,0.37,6.07,8.44,1.77,0,0,10.2,-4.13,0.22,5797,jagatsinghapur,jagatsinghpur,anla
odisha,jagatsinghapur,jagatsinghpur,4,ayara,1.89,5.16,5.66,0,0,0,5.66,-0.49,0.27,5798,jagatsinghapur,jagatsinghpur,ayara
odisha,jagatsinghapur,jagatsinghpur,5,balarampur,0.52,26.54,19.35,12.1,0,0,31.45,-4.91,0.57,5799,jagatsinghapur,jagatsinghpur,balarampur
odisha,jagatsinghapur,jagatsinghpur,6,jahanpur,1.79,1.79,2.64,6.25,0,0,8.89,-7.1,0.08,5800,jagatsinghapur,jagatsinghpur,jahanpur
odisha,jagatsinghapur,jagatsinghpur,7,jankoti,-5.46,-5.46,1.45,3.32,0,0,4.77,-10.23,0.01,5801,jagatsinghapur,jagatsinghpur,jankoti
odisha,jagatsinghapur,jagatsinghpur,8,josobantapur,0.59,1.38,3.18,0,0,0,3.18,-1.8,0.13,5802,jagatsinghapur,jagatsinghpur,josobantapur
odisha,jagatsinghapur,jagatsinghpur,9,kaduapada,0.74,0.74,2.77,2.65,0,0,5.42,-4.68,0,5803,jagatsinghapur,jagatsinghpur,kaduapada
odisha,jagatsinghapur,jagatsinghpur,10,kantillo,-1.38,6.98,10.32,0,0,0,10.32,-3.34,0.08,5804,jagatsinghapur,jagatsinghpur,kantillo
odisha,jagatsinghapur,jagatsinghpur,11,khairanga,1.67,5.51,6.39,1.78,0,0,8.17,-2.66,0.05,5805,jagatsinghapur,jagatsinghpur,khairanga
odisha,jagatsinghapur,jagatsinghpur,12,madhusudanpur sasan,-0.8,-0.38,2.44,1.22,0,0,3.66,-4.04,0.06,5806,jagatsinghapur,jagatsinghpur,madhusudanpur sasan
odisha,jagatsinghapur,jagatsinghpur,13,mandasahi,-0.01,23.13,20.59,10.45,0,0,31.04,-7.91,0.26,5807,jagatsinghapur,jagatsinghpur,mandasahi
odisha,jagatsinghapur,jagatsinghpur,14,mudupur,0.19,0.19,1.7,7.11,0,0,8.8,-8.61,0.07,5808,jagatsinghapur,jagatsinghpur,mudupur
odisha,jagatsinghapur,jagatsinghpur,15,odiso,0.08,7.48,6.85,14.09,0,0,20.94,-13.46,0.07,5809,jagatsinghapur,jagatsinghpur,odiso
odisha,jagatsinghapur,jagatsinghpur,16,palasol,0.1,5.15,5.55,4.12,0,0,9.68,-4.52,0.07,5810,jagatsinghapur,jagatsinghpur,palasol
odisha,jagatsinghapur,jagatsinghpur,17,palli,1.75,1.75,3.95,0,0,0,3.95,-2.2,0,5811,jagatsinghapur,jagatsinghpur,palli
odisha,jagatsinghapur,jagatsinghpur,18,patasara,0.38,42,27.11,15.87,0,0,42.98,-0.98,0.15,5812,jagatsinghapur,jagatsinghpur,patasara
odisha,jagatsinghapur,jagatsinghpur,19,patenigaon,-0.62,10.61,7.77,5.89,0,0,13.66,-3.05,0.21,5813,jagatsinghapur,jagatsinghpur,patenigaon
odisha,jagatsinghapur,jagatsinghpur,20,piteipur,1.04,1.04,1.21,0,0,0,1.21,-0.17,0.04,5814,jagatsinghapur,jagatsinghpur,piteipur
odisha,jagatsinghapur,jagatsinghpur,21,punanga,-0.48,0.38,2.72,2.23,0,0,4.96,-4.58,0.02,5815,jagatsinghapur,jagatsinghpur,punanga
odisha,jagatsinghapur,jagatsinghpur,22,rambadeipur,0.67,1.88,5.08,2.15,0,0,7.23,-5.35,0.02,5816,jagatsinghapur,jagatsinghpur,rambadeipur
odisha,jagatsinghapur,jagatsinghpur,23,sabhamul,1.26,7.61,7.82,0.76,0,0,8.59,-0.98,0.12,5817,jagatsinghapur,jagatsinghpur,sabhamul
odisha,jagatsinghapur,jagatsinghpur,24,salijanga,-2.35,0.62,4.38,2.25,0,0,6.63,-6.01,0,5818,jagatsinghapur,jagatsinghpur,salijanga
odisha,jagatsinghapur,jagatsinghpur,25,samanga,0.03,0.03,1.54,0,0,0,1.54,-1.51,0.04,5819,jagatsinghapur,jagatsinghpur,samanga
odisha,jagatsinghapur,jagatsinghpur,26,sampur,-0.3,24.01,11.98,14.57,0,0,26.55,-2.54,0.43,5820,jagatsinghapur,jagatsinghpur,sampur
odisha,jagatsinghapur,jagatsinghpur,27,singarpur,0.29,2.72,3.83,8.93,0,0,12.76,-10.04,0.16,5821,jagatsinghapur,jagatsinghpur,singarpur
odisha,jagatsinghapur,jagatsinghpur,28,taradapada,-1.01,-1.01,1.02,0,0,0,1.02,-2.03,0,5822,jagatsinghapur,jagatsinghpur,taradapada
odisha,jagatsinghapur,jagatsinghpur,29,tartanga,-0.29,9.73,5.56,6.29,0,0,11.85,-2.12,0,5823,jagatsinghapur,jagatsinghpur,tartanga
odisha,jagatsinghapur,jagatsinghpur,30,thumba andeisahi,0.45,1.9,4.34,3.78,0,0,8.12,-6.22,0.03,5824,jagatsinghapur,jagatsinghpur,thumba andeisahi
odisha,jagatsinghapur,kujang,1,agapal,0,0,2.81,0.62,0,0,3.43,-3.43,0.07,5825,jagatsinghapur,kujang,agapal
odisha,jagatsinghapur,kujang,2,badabalikani,0.15,0.41,1.32,0.26,0,0,1.59,-1.17,0,5826,jagatsinghapur,kujang,badabalikani
odisha,jagatsinghapur,kujang,3,bagadia,0.7,0.7,2.66,0,0,0,2.66,-1.96,0.03,5827,jagatsinghapur,kujang,bagadia
odisha,jagatsinghapur,kujang,4,bagoi,1.06,1.24,2.98,1.8,0,0,4.78,-3.54,0,5828,jagatsinghapur,kujang,bagoi
odisha,jagatsinghapur,kujang,5,balia,0.44,0.44,5.59,0.85,0.04,0,6.48,-6.05,0.01,5829,jagatsinghapur,kujang,balia
odisha,jagatsinghapur,kujang,6,banito,-0.07,-0.07,2.25,5.34,0.43,0,8.03,-8.1,0.02,5830,jagatsinghapur,kujang,banito
odisha,jagatsinghapur,kujang,7,bhutumundei,-1.92,-1.86,3.89,4.51,0,0,8.4,-10.26,0.04,5831,jagatsinghapur,kujang,bhutumundei
odisha,jagatsinghapur,kujang,8,biswali,5.47,5.94,3.05,0.47,0,0,3.52,2.42,0.01,5832,jagatsinghapur,kujang,biswali
odisha,jagatsinghapur,kujang,9,fatepur,1.09,1.48,2.92,0.2,0,0,3.12,-1.65,0.05,5833,jagatsinghapur,kujang,fatepur
odisha,jagatsinghapur,kujang,10,gandakipur,0.29,0.29,1.77,0.31,0,0,2.08,-1.79,0.08,5834,jagatsinghapur,kujang,gandakipur
odisha,jagatsinghapur,kujang,11,garei,-0.54,0.31,2.21,0,0,0,2.21,-1.9,0.05,5835,jagatsinghapur,kujang,garei
odisha,jagatsinghapur,kujang,12,gopiakuda,0.02,0.02,6.7,0,0,0,6.7,-6.68,0.15,5836,jagatsinghapur,kujang,gopiakuda
odisha,jagatsinghapur,kujang,13,gorada,1.34,1.34,0.17,0,0,0,0.17,1.17,0,5837,jagatsinghapur,kujang,gorada
odisha,jagatsinghapur,kujang,14,hansura,0.76,0.76,1.16,0,0,0,1.16,-0.39,0,5838,jagatsinghapur,kujang,hansura
odisha,jagatsinghapur,kujang,15,kathakot,0.25,0.25,0.54,0,0,0,0.54,-0.29,0,5839,jagatsinghapur,kujang,kathakot
odisha,jagatsinghapur,kujang,16,kothi,-0.45,-0.45,1.21,0.21,0,0,1.42,-1.87,0,5840,jagatsinghapur,kujang,kothi
odisha,jagatsinghapur,kujang,17,kujanga,-0.05,-0.05,3.2,4.24,0.23,0,7.67,-7.72,0.1,5841,jagatsinghapur,kujang,kujanga
odisha,jagatsinghapur,kujang,18,mallasahi,-0.03,-0.03,2.34,0.1,0,0,2.45,-2.48,0.02,5842,jagatsinghapur,kujang,mallasahi
odisha,jagatsinghapur,kujang,19,mangarajpur,3.01,3.01,2.51,0,0,0,2.51,0.5,0.1,5843,jagatsinghapur,kujang,mangarajpur
odisha,jagatsinghapur,kujang,20,nuagarh,0.31,0.31,3.3,4.29,0.16,0,7.75,-7.43,0,5844,jagatsinghapur,kujang,nuagarh
odisha,jagatsinghapur,kujang,21,pandua,1.03,1.03,5.45,5.94,0.24,0,11.63,-10.6,0.06,5845,jagatsinghapur,kujang,pandua
odisha,jagatsinghapur,kujang,22,pankapal,-0.01,-0.01,5.21,2.54,0.16,0,7.92,-7.92,0.1,5846,jagatsinghapur,kujang,pankapal
odisha,jagatsinghapur,kujang,23,paradipgarh,0.13,0.13,2.98,7.29,0.76,0,11.02,-10.9,0.02,5847,jagatsinghapur,kujang,paradipgarh
odisha,jagatsinghapur,kujang,24,patapur,0.48,0.48,4.12,2.52,0.2,0,6.84,-6.36,0.02,5848,jagatsinghapur,kujang,patapur
odisha,jagatsinghapur,kujang,25,potanai,1.54,2.39,5.71,4.49,0.42,0,10.63,-8.23,0.02,5849,jagatsinghapur,kujang,potanai
odisha,jagatsinghapur,kujang,26,sailo,-0.02,-0.02,2.97,0,0,0,2.97,-2.99,0.04,5850,jagatsinghapur,kujang,sailo
odisha,jagatsinghapur,kujang,27,talapada,0.01,0.01,1.57,0.87,0,0,2.44,-2.43,0.02,5851,jagatsinghapur,kujang,talapada
odisha,jagatsinghapur,kujang,28,zillanasi,2.59,2.59,3.97,0,0,0,3.97,-1.37,0.08,5852,jagatsinghapur,kujang,zillanasi
odisha,jagatsinghapur,naugaon,1,alana,-4.56,-4.56,1.91,0,0,0,1.91,-6.47,0,5853,jagatsinghapur,naugaon,alana
odisha,jagatsinghapur,naugaon,2,bachhalo,-0.35,-0.35,0.26,0,0,0,0.26,-0.6,0,5854,jagatsinghapur,naugaon,bachhalo
odisha,jagatsinghapur,naugaon,3,bansa,-1.88,-1.88,2.54,2.32,0,0,4.86,-6.73,0,5855,jagatsinghapur,naugaon,bansa
odisha,jagatsinghapur,naugaon,4,dabar,-0.25,-0.25,1.58,0.31,0,0,1.89,-2.14,0,5856,jagatsinghapur,naugaon,dabar
odisha,jagatsinghapur,naugaon,5,deriki,-0.15,-0.15,0.34,0,0,0,0.34,-0.49,0,5857,jagatsinghapur,naugaon,deriki
odisha,jagatsinghapur,naugaon,6,gajarajpur,-0.11,0.73,1.65,1.2,0,0,2.84,-2.11,0,5858,jagatsinghapur,naugaon,gajarajpur
odisha,jagatsinghapur,naugaon,7,galadhari,-0.21,-0.21,1.36,2.5,0,0,3.86,-4.07,0,5859,jagatsinghapur,naugaon,galadhari
odisha,jagatsinghapur,naugaon,8,ghodanso,-0.35,-0.35,3.78,3.82,0,0,7.6,-7.95,0,5860,jagatsinghapur,naugaon,ghodanso
odisha,jagatsinghapur,naugaon,9,jamugan,-0.04,-0.04,4.16,3.39,0,0,7.54,-7.58,0,5861,jagatsinghapur,naugaon,jamugan
odisha,jagatsinghapur,naugaon,10,korua,-0.59,-0.59,0.28,0,0,0,0.28,-0.87,0,5862,jagatsinghapur,naugaon,korua
odisha,jagatsinghapur,naugaon,11,naugan,-0.1,-0.1,1.2,0.35,0,0,1.55,-1.65,0,5863,jagatsinghapur,naugaon,naugan
odisha,jagatsinghapur,naugaon,12,nuagan,-1.45,-1.45,1.2,3.53,0,0,4.73,-6.18,0,5864,jagatsinghapur,naugaon,nuagan
odisha,jagatsinghapur,naugaon,13,oskana,-0.58,-0.58,1.03,0,0,0,1.03,-1.61,0,5865,jagatsinghapur,naugaon,oskana
odisha,jagatsinghapur,naugaon,14,rohia,-0.3,-0.3,3.21,0.29,0,0,3.5,-3.8,0.09,5866,jagatsinghapur,naugaon,rohia
odisha,jagatsinghapur,naugaon,15,sikhar,-0.22,-0.22,1.79,2.93,0,0,4.72,-4.94,0,5867,jagatsinghapur,naugaon,sikhar
odisha,jagatsinghapur,naugaon,16,tiruna,-0.27,-0.27,4.11,0.98,0,0,5.08,-5.36,0,5868,jagatsinghapur,naugaon,tiruna
odisha,jagatsinghapur,raghunathpur,1,adheikul,-0.74,-0.74,0.82,2.24,0,0,3.06,-3.8,0.05,5869,jagatsinghapur,raghunathpur,adheikul
odisha,jagatsinghapur,raghunathpur,2,baragol,0,0,3.7,0.97,0,0,4.67,-4.67,0.03,5870,jagatsinghapur,raghunathpur,baragol
odisha,jagatsinghapur,raghunathpur,3,bidyadharpur,-0.83,-0.83,0.27,0,0,0,0.27,-1.1,0,5871,jagatsinghapur,raghunathpur,bidyadharpur
odisha,jagatsinghapur,raghunathpur,4,chhapada,-3.58,-3.58,2.71,3.44,0,0,6.15,-9.73,0.13,5872,jagatsinghapur,raghunathpur,chhapada
odisha,jagatsinghapur,raghunathpur,5,chikinia,-2.13,-2.13,0.55,0.29,0,0,0.84,-2.97,0,5873,jagatsinghapur,raghunathpur,chikinia
odisha,jagatsinghapur,raghunathpur,6,dharadharpur,0.66,0.66,13.09,0.39,0,0,13.48,-12.82,0.05,5874,jagatsinghapur,raghunathpur,dharadharpur
odisha,jagatsinghapur,raghunathpur,7,eradanga,-0.9,-0.9,1.19,4.38,0,0,5.57,-6.47,0.02,5875,jagatsinghapur,raghunathpur,eradanga
odisha,jagatsinghapur,raghunathpur,8,gualipur,2.46,2.46,0.8,2.4,0,0,3.2,-0.74,0,5876,jagatsinghapur,raghunathpur,gualipur
odisha,jagatsinghapur,raghunathpur,9,jagannathpur,1.67,1.82,1.48,0.09,0,0,1.56,0.26,0.05,5877,jagatsinghapur,raghunathpur,jagannathpur
odisha,jagatsinghapur,raghunathpur,10,jaisol,0.4,1.19,6.03,0,0,0,6.03,-4.83,0.21,5878,jagatsinghapur,raghunathpur,jaisol
odisha,jagatsinghapur,raghunathpur,11,puruna basanta,1.62,1.62,0.64,0,0,0,0.64,0.98,0,5879,jagatsinghapur,raghunathpur,puruna basanta
odisha,jagatsinghapur,raghunathpur,12,puruna odapada,1.12,1.25,0.58,0.15,0,0,0.72,0.52,0,5880,jagatsinghapur,raghunathpur,puruna odapada
odisha,jagatsinghapur,raghunathpur,13,radhanga,-0.32,-0.32,1.87,2.01,0,0,3.88,-4.21,0,5881,jagatsinghapur,raghunathpur,radhanga
odisha,jagatsinghapur,raghunathpur,14,raghunathpur,-1.35,-1.35,0.43,0.18,0,0,0.61,-1.96,0.02,5882,jagatsinghapur,raghunathpur,raghunathpur
odisha,jagatsinghapur,raghunathpur,15,redhua,-1.06,-1.06,7.28,3.77,0,0,11.05,-12.11,0.1,5883,jagatsinghapur,raghunathpur,redhua
odisha,jagatsinghapur,raghunathpur,16,sadeipur,-4.02,-4.02,1.46,0,0,0,1.46,-5.47,0.04,5884,jagatsinghapur,raghunathpur,sadeipur
odisha,jagatsinghapur,raghunathpur,17,tanra,0.91,1.48,1.44,3.1,0,0,4.54,-3.06,0,5885,jagatsinghapur,raghunathpur,tanra
odisha,jagatsinghapur,raghunathpur,18,tarapur,0.58,0.58,3.62,0.09,0,0,3.71,-3.12,0.11,5886,jagatsinghapur,raghunathpur,tarapur
odisha,jagatsinghapur,raghunathpur,19,tarikund,0.67,0.67,0.64,0.72,0,0,1.36,-0.7,0.04,5887,jagatsinghapur,raghunathpur,tarikund
odisha,jagatsinghapur,tirtol,1,amberi,0.87,0.87,0.43,0,0,0,0.43,0.44,0.01,5888,jagatsinghapur,tirtol,amberi
odisha,jagatsinghapur,tirtol,2,biritol,-1.11,20.54,23.39,0.36,0,0,23.75,-3.21,0.14,5889,jagatsinghapur,tirtol,biritol
odisha,jagatsinghapur,tirtol,3,bishunpur,-0.42,0.49,2.44,0,0,0,2.44,-1.95,0,5890,jagatsinghapur,tirtol,bishunpur
odisha,jagatsinghapur,tirtol,4,bodhei,2.38,2.38,1.21,0,0,0,1.21,1.17,0,5891,jagatsinghapur,tirtol,bodhei
odisha,jagatsinghapur,tirtol,5,dainlo,-0.05,-0.05,2.86,0,0,0,2.86,-2.91,0.02,5892,jagatsinghapur,tirtol,dainlo
odisha,jagatsinghapur,tirtol,6,garam,4.92,8.78,9.51,2.67,0.02,0,12.2,-3.42,1.84,5893,jagatsinghapur,tirtol,garam
odisha,jagatsinghapur,tirtol,7,gobindapur,-0.63,-0.63,1.26,0,0,0,1.26,-1.89,0,5894,jagatsinghapur,tirtol,gobindapur
odisha,jagatsinghapur,tirtol,8,gopalpur,-3.53,37.49,43.38,0.58,0,0,43.97,-6.47,0.5,5895,jagatsinghapur,tirtol,gopalpur
odisha,jagatsinghapur,tirtol,9,gopalpur (s),3.89,8.17,7.42,0.44,0.01,0,7.87,0.3,0.1,5896,jagatsinghapur,tirtol,gopalpur (s)
odisha,jagatsinghapur,tirtol,10,ibrisingh,0.01,0.01,0.53,0,0,0,0.53,-0.52,0.04,5897,jagatsinghapur,tirtol,ibrisingh
odisha,jagatsinghapur,tirtol,11,jadatira,-0.09,-0.09,1.78,0,0,0,1.78,-1.87,0,5898,jagatsinghapur,tirtol,jadatira
odisha,jagatsinghapur,tirtol,12,jagannathpur,-1.89,-1.89,3.72,0.12,0,0,3.84,-5.73,0.04,5899,jagatsinghapur,tirtol,jagannathpur
odisha,jagatsinghapur,tirtol,13,kanakpur,1.09,3.34,3.13,0.36,0,0,3.49,-0.15,0.03,5900,jagatsinghapur,tirtol,kanakpur
odisha,jagatsinghapur,tirtol,14,kanimula,3.88,3.88,2.81,2.26,0.27,0,5.33,-1.45,2.58,5901,jagatsinghapur,tirtol,kanimula
odisha,jagatsinghapur,tirtol,15,katara,5.01,5.45,0.68,1.15,0.02,0,1.85,3.6,0,5902,jagatsinghapur,tirtol,katara
odisha,jagatsinghapur,tirtol,16,kolar,-8.32,-7.53,3.38,2.16,0.3,0,5.84,-13.37,0.05,5903,jagatsinghapur,tirtol,kolar
odisha,jagatsinghapur,tirtol,17,kostimallikapur,-2.47,0.72,6.85,0.16,0,0,7.01,-6.29,0,5904,jagatsinghapur,tirtol,kostimallikapur
odisha,jagatsinghapur,tirtol,18,krushnanandpur,-0.62,-0.62,2.01,0,0,0,2.01,-2.62,0.08,5905,jagatsinghapur,tirtol,krushnanandpur
odisha,jagatsinghapur,tirtol,19,manijanga,-0.01,-0.01,1.1,0,0,0,1.1,-1.11,0.01,5906,jagatsinghapur,tirtol,manijanga
odisha,jagatsinghapur,tirtol,20,mulisingh,7.5,30.94,26.51,3.82,0.45,0,30.79,0.15,0.29,5907,jagatsinghapur,tirtol,mulisingh
odisha,jagatsinghapur,tirtol,21,patilo,1.5,2.91,2.34,0,0,0,2.34,0.58,0.23,5908,jagatsinghapur,tirtol,patilo
